index,pid,Minutes,Goals,Assists,Attempt on Goal,Key Pass,Accurate Key Passes,On Target,Attempts inside the Box,Attempts outside the Box,Attempts Off Target,Cross,Passes,Accurate Passes,Air Challange,Won Air Challange,Ground Challenges,Won Ground Challenges,Dribbles,Successful Dribbles,Tackles,Successful Tackles,Ball Recoveries,Ball Recoveries in Opponents Half,Ball Recoveries in Own Half,Blocked Attempts on Goal,Lost Ball,Lost Ball own half,Own Goal,Penalty Miss,Yellow Card,Red Card,Fouls,Opponent Fouls,Offside,Appearances,Sub Out,Sub In,Coped Goals,Stops,Clean Net,Threat Denied by Goalkeeper,Goalie Mistake,Penalty Goals,Penalties Coped,Season,Gameweek
276,168969,99,0,0,1,1,1,0,0,0,1,1,81,74,1,0,6,3,2,2,4,1,5,1,4,0,2,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
277,158682,99,0,0,0,0,0,0,0,0,0,0,26,25,0,0,1,1,0,0,1,1,7,0,7,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
278,68862,99,0,0,0,1,0,0,0,0,0,3,55,50,3,2,5,2,2,1,1,0,8,3,5,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
279,62283,99,0,0,0,0,0,0,0,0,0,0,28,21,0,0,0,0,0,0,0,0,3,0,3,0,4,2,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,19/20,2
280,59385,99,0,0,3,0,0,0,1,2,2,3,50,42,1,1,11,4,5,4,1,0,2,2,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
281,45969,99,0,0,0,0,0,0,0,0,0,0,38,33,2,2,0,0,0,0,0,0,9,0,9,0,4,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0,19/20,2
282,45903,99,0,0,3,1,0,1,3,0,2,0,15,9,7,1,15,5,5,4,1,0,0,0,0,0,13,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19/20,2
283,45831,99,0,0,2,0,0,1,1,1,0,2,27,21,1,0,6,3,2,2,4,1,2,0,2,0,4,2,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
284,45720,99,0,0,1,1,0,0,0,0,0,0,49,37,1,0,4,3,0,0,3,3,3,0,3,0,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
285,45717,99,0,0,1,0,0,0,1,0,1,0,28,23,3,3,6,3,0,0,3,1,3,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
286,28185,99,0,0,3,0,0,1,2,1,1,1,65,64,6,5,10,7,2,2,4,3,9,3,6,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
287,23679,99,0,0,0,0,0,0,0,0,0,0,17,17,0,0,1,1,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
288,11253,99,0,0,0,1,1,0,0,0,0,0,15,10,4,1,7,2,1,0,2,2,0,0,0,0,10,0,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,19/20,2
289,494256,98,0,0,2,2,0,0,1,1,1,1,25,18,4,2,10,4,4,2,1,0,1,1,0,0,12,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
290,443943,98,0,0,0,1,0,0,0,0,0,2,55,44,3,2,7,2,0,0,2,0,10,2,8,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
291,411501,98,0,3,3,4,3,2,0,0,0,4,36,27,2,2,13,4,6,3,1,0,3,1,2,0,7,1,0,0,1,0,2,4,0,1,0,0,0,0,0,0,0,0,0,19/20,2
292,394341,98,0,0,1,0,0,0,0,0,1,6,48,37,1,1,4,3,0,0,3,2,5,4,1,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
293,365556,98,0,0,1,0,0,1,1,0,0,0,34,31,1,0,8,5,2,2,2,1,3,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
294,331500,98,0,0,1,0,0,0,1,0,1,0,68,56,7,5,6,4,1,1,3,2,9,0,9,1,11,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
295,327774,98,0,0,2,1,0,2,0,0,0,6,30,18,1,0,9,2,4,2,0,0,2,0,2,1,8,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
296,286047,98,0,0,0,0,0,0,0,0,0,0,49,35,1,0,0,0,0,0,0,0,6,0,6,0,8,2,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,19/20,2
297,193548,98,0,0,1,0,0,0,0,0,1,4,27,21,7,3,9,2,4,0,1,0,4,3,1,0,10,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
298,157365,98,0,0,0,1,0,0,0,0,0,0,53,45,3,1,8,4,2,2,0,0,9,2,7,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
299,46551,98,0,0,0,3,1,0,0,0,0,3,62,46,8,5,11,7,1,1,6,4,10,4,6,0,8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
300,46443,98,0,0,0,0,0,0,0,0,0,0,32,29,0,0,0,0,0,0,0,0,7,0,7,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
301,28506,98,0,0,0,0,0,0,0,0,0,0,49,39,0,0,3,1,0,0,3,1,11,0,11,0,7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,2
302,22542,98,2,0,3,1,1,3,3,0,0,2,27,18,3,2,13,8,3,2,1,0,0,0,0,0,11,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
303,8226,98,0,0,1,0,0,1,0,0,0,0,34,31,2,1,8,4,3,1,0,0,2,1,1,0,4,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,19/20,2
304,7923,98,0,0,2,0,0,0,1,1,1,0,51,45,0,0,8,3,0,0,5,2,4,1,3,0,5,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
305,152196,97,0,0,3,0,0,1,2,1,2,0,53,52,5,4,8,4,2,1,0,0,11,0,11,1,2,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,19/20,2
306,331362,89,0,0,3,1,0,1,2,1,0,0,24,20,1,0,17,6,7,2,6,2,1,1,0,0,5,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
307,72465,88,0,0,0,1,0,0,0,0,0,2,39,36,3,2,4,3,1,0,2,2,6,2,4,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
308,40005,88,0,0,2,0,0,0,1,1,1,1,55,45,3,2,8,6,1,1,3,3,6,3,3,0,7,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
309,455373,87,1,0,4,0,0,1,3,1,2,0,24,15,3,1,13,8,7,4,3,3,2,0,2,0,11,3,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,19/20,2
310,415695,87,0,0,3,0,0,3,2,1,0,2,23,16,5,1,12,3,3,1,2,1,1,0,1,0,11,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19/20,2
311,45891,86,0,0,1,1,0,0,0,0,1,1,29,24,1,0,8,6,3,3,2,2,1,1,0,0,4,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,2
312,493191,85,0,0,0,0,0,0,0,0,0,3,36,32,2,1,7,5,1,1,5,4,4,0,4,1,3,1,0,0,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,19/20,2
313,45699,85,0,0,1,2,0,0,1,0,0,0,15,12,5,1,10,1,1,1,1,0,0,0,0,0,8,2,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,19/20,2
314,449259,83,0,0,0,0,0,0,0,0,0,0,28,22,3,2,5,4,0,0,3,2,7,1,6,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
315,67815,83,1,0,2,3,3,1,1,1,0,6,28,22,2,1,8,6,2,2,3,2,1,0,1,0,6,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,19/20,2
316,131676,82,0,0,0,0,0,0,0,0,0,0,20,15,4,1,13,5,4,2,3,2,2,2,0,1,9,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19/20,2
317,373338,80,0,0,0,0,0,0,0,0,0,2,46,30,4,0,11,9,2,1,6,6,6,0,6,0,14,8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
318,308493,80,0,0,0,0,0,0,0,0,0,0,48,40,3,2,4,3,0,0,2,2,9,2,7,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
319,338289,79,0,0,1,0,0,1,1,0,0,1,32,27,2,0,6,4,1,1,3,3,2,0,2,0,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
320,185094,79,0,0,1,0,0,0,0,0,0,0,24,18,2,0,14,8,4,4,6,2,1,0,1,0,5,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,19/20,2
321,45882,79,0,0,0,0,0,0,0,0,0,0,45,42,3,2,7,6,3,3,2,1,3,0,3,0,3,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,19/20,2
322,179703,77,0,0,3,1,0,1,1,2,1,1,23,19,1,1,16,8,6,3,4,1,4,3,1,0,3,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,19/20,2
323,168972,77,0,0,5,0,0,1,1,4,4,1,36,32,1,0,12,7,4,2,4,4,4,2,2,0,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
324,296664,76,0,0,3,0,0,1,0,0,1,1,32,25,1,0,7,5,3,3,3,2,1,1,0,0,5,0,0,0,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,19/20,2
325,451167,74,0,0,1,1,1,1,1,0,0,0,16,13,4,0,12,3,4,0,2,0,2,1,1,0,9,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,2
326,403068,74,0,0,0,0,0,0,0,0,0,0,47,41,3,1,4,3,1,1,0,0,9,0,9,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
327,46305,74,2,0,4,0,0,2,3,1,1,0,41,30,0,0,11,5,4,3,3,0,1,1,0,0,8,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
328,45654,74,0,1,0,1,1,0,0,0,0,0,21,18,5,1,4,2,1,0,1,0,0,0,0,0,5,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,19/20,2
329,182547,73,0,0,2,0,0,0,1,1,1,0,4,2,5,0,7,2,2,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19/20,2
330,127671,73,1,0,2,0,0,1,1,1,0,1,23,18,2,2,4,2,0,0,1,0,3,1,2,1,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,2
331,46320,70,0,0,0,0,0,0,0,0,0,0,39,33,2,1,4,2,0,0,0,0,7,1,6,0,5,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
332,402921,69,0,0,0,3,1,0,0,0,0,2,46,38,2,2,7,3,3,2,1,0,3,0,3,0,4,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,19/20,2
333,331176,69,0,0,0,0,0,0,0,0,0,1,37,27,2,1,5,4,1,1,2,1,6,1,5,1,6,2,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,19/20,2
334,438405,68,0,0,1,0,0,0,0,0,0,1,40,33,1,1,7,3,0,0,2,1,6,2,4,0,4,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,19/20,2
335,246468,67,0,0,1,1,0,0,0,0,1,0,26,21,1,1,8,4,2,2,3,2,6,3,3,0,4,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
336,46035,67,0,0,3,0,0,2,1,2,0,0,11,8,0,0,6,1,0,0,2,1,1,0,1,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
337,182136,64,0,0,1,1,0,0,0,0,1,0,23,16,4,2,8,3,2,1,2,1,2,1,1,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
338,155874,64,0,0,0,0,0,0,0,0,0,0,16,12,4,1,4,2,0,0,3,2,3,3,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,2
339,46422,64,0,0,1,0,0,1,0,0,0,0,9,6,6,5,9,2,1,0,3,1,1,0,1,0,9,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
340,341556,61,0,0,2,1,1,0,0,0,2,0,31,26,1,1,14,8,6,5,2,0,2,0,2,0,5,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
341,127998,60,0,0,0,0,0,0,0,0,0,0,22,16,1,1,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
342,328014,59,0,0,1,0,0,0,0,0,0,0,20,19,3,1,4,3,0,0,2,2,2,0,2,0,3,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,19/20,2
343,178251,58,0,0,0,1,1,0,0,0,0,0,12,8,2,0,8,3,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,19/20,2
344,337635,55,1,0,1,0,0,1,1,0,0,0,6,2,6,5,3,2,0,0,2,1,1,0,1,1,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
345,127665,53,0,0,0,0,0,0,0,0,0,0,26,18,1,0,4,1,1,0,1,1,1,0,1,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
346,471396,52,0,0,0,0,0,0,0,0,0,0,8,4,0,0,7,1,2,1,4,0,1,0,1,0,6,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
347,45756,52,0,0,0,0,0,0,0,0,0,0,18,15,1,0,6,2,0,0,3,1,2,0,2,0,3,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,19/20,2
348,196191,49,0,0,3,1,0,0,2,1,2,0,5,4,2,1,11,7,5,5,2,1,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,0,0,19/20,2
349,46086,48,0,0,0,1,0,0,0,0,0,0,15,13,1,0,4,3,1,1,2,2,2,0,2,1,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
350,486096,47,0,0,0,0,0,0,0,0,0,4,27,19,4,3,6,1,1,0,3,1,3,0,3,1,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
351,340185,46,0,0,0,0,0,0,0,0,0,0,10,2,0,0,11,2,1,0,4,1,0,0,0,0,8,4,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
352,327771,46,0,0,0,0,0,0,0,0,0,0,9,4,8,3,7,2,1,0,1,0,0,0,0,0,11,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,19/20,2
353,168966,45,0,0,0,0,0,0,0,0,0,0,41,38,2,1,9,4,1,0,4,1,0,0,0,0,2,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,19/20,2
354,46071,43,0,0,0,1,1,0,0,0,0,0,38,38,1,0,5,5,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19/20,2
355,473295,38,0,0,1,0,0,0,0,0,0,0,27,24,1,0,11,3,1,1,5,2,4,1,3,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
356,449238,38,0,0,1,0,0,1,0,0,0,1,17,13,3,3,11,5,4,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
357,256953,37,0,0,1,0,0,0,1,0,0,0,6,4,1,1,4,2,1,1,3,1,2,0,2,0,2,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
358,429924,34,0,0,1,0,0,1,0,0,0,1,20,17,1,0,4,3,4,3,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,19/20,2
359,95478,34,0,0,1,0,0,0,0,0,1,0,4,4,1,0,4,1,1,0,2,1,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
360,341619,33,0,0,0,1,0,0,0,0,0,3,18,9,1,0,5,4,3,3,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19/20,2
361,228417,33,0,0,0,0,0,0,0,0,0,1,13,10,1,1,7,4,3,2,3,1,3,0,3,0,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
362,402804,32,0,0,0,0,0,0,0,0,0,0,4,1,3,1,3,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
363,186345,31,0,0,0,0,0,0,0,0,0,1,8,7,0,0,5,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
364,331398,30,0,0,0,1,0,0,0,0,0,0,5,3,6,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
365,45855,30,0,0,0,0,0,0,0,0,0,0,2,1,3,1,6,3,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
366,337677,28,1,0,1,1,0,1,1,0,0,0,7,4,0,0,4,3,2,2,2,1,1,0,1,0,2,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,19/20,2
367,46494,28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
368,182523,27,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
369,443964,24,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,1,1,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19/20,2
370,257397,24,0,0,0,0,0,0,0,0,0,0,22,21,3,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
371,94920,24,0,0,0,0,0,0,0,0,0,0,14,12,3,2,2,2,0,0,2,2,5,0,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
372,475806,23,0,0,1,0,0,0,0,0,1,0,6,6,1,1,1,1,0,0,1,1,3,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
373,286044,23,0,0,2,2,2,0,2,0,1,2,5,3,1,1,8,3,3,1,2,1,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
374,340806,22,0,0,0,1,0,0,0,0,0,0,14,11,2,0,3,2,1,0,1,1,1,1,0,0,3,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
375,269751,21,1,0,1,0,0,1,1,0,0,2,17,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
376,45843,21,0,0,0,0,0,0,0,0,0,0,28,28,1,0,3,2,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
377,229368,20,0,0,1,0,0,0,1,0,1,0,1,1,3,1,2,1,0,0,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
378,481488,18,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
379,438105,18,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
380,341592,18,0,0,0,0,0,0,0,0,0,0,9,7,0,0,3,2,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
381,438387,17,0,0,0,0,0,0,0,0,0,0,9,8,0,0,2,0,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,19/20,2
382,427815,16,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19/20,2
383,174672,16,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
384,167295,15,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
385,331494,14,0,0,0,0,0,0,0,0,0,0,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
387,331185,13,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
388,393441,11,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,1,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,19/20,2
389,75651,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19/20,2
390,493863,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19/20,2
391,475149,99,1,0,2,1,1,1,1,1,1,0,28,20,3,3,7,4,2,1,2,1,6,0,6,0,5,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,19/20,3
392,470916,99,0,0,1,0,0,0,0,0,1,0,22,17,2,1,11,6,2,1,4,2,6,2,4,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,3
393,465201,99,0,0,0,0,0,0,0,0,0,0,43,33,1,1,17,13,0,0,7,6,10,0,10,0,4,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,3
394,403095,99,0,0,0,0,0,0,0,0,0,0,75,70,1,1,6,5,0,0,4,3,8,1,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,3
395,337635,99,0,0,0,0,0,0,0,0,0,0,12,9,4,3,5,2,0,0,2,1,4,0,4,3,7,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,3
396,331365,99,0,1,2,2,1,1,2,0,1,0,18,17,3,0,13,5,2,1,1,1,1,0,1,0,9,2,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,19/20,3
397,331350,99,0,0,0,0,0,0,0,0,0,2,24,20,0,0,10,6,3,3,2,1,3,0,3,0,1,1,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,19/20,3
398,331158,99,0,0,1,2,2,0,1,0,1,5,64,55,3,2,10,3,1,1,3,1,1,0,1,0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,3
399,327870,99,0,0,3,0,0,0,2,1,2,1,58,46,1,1,11,6,3,3,4,1,2,1,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,3
400,286044,99,0,0,1,1,0,1,1,0,0,3,17,10,1,0,24,11,7,3,3,2,2,0,2,0,9,0,0,0,1,0,3,4,0,1,0,0,0,0,0,0,0,0,0,19/20,3
401,127662,99,0,0,0,3,1,0,0,0,0,4,77,66,0,0,17,9,2,1,5,3,8,2,6,0,6,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,19/20,3
402,127644,99,0,0,0,0,0,0,0,0,0,0,29,22,0,0,0,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,19/20,3
403,67815,99,1,0,3,2,0,2,3,0,1,1,39,27,2,1,15,8,7,4,0,0,0,0,0,0,9,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,19/20,3
404,45903,99,1,0,4,0,0,1,3,1,3,0,14,11,6,1,6,1,0,0,0,0,2,1,1,0,9,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,19/20,3
405,45843,99,0,0,0,0,0,0,0,0,0,1,69,57,6,5,17,9,3,2,8,3,6,1,5,1,5,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,19/20,3
406,28185,99,0,0,1,0,0,1,1,0,0,0,70,67,4,3,12,8,0,0,2,2,10,1,9,1,4,0,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,19/20,3
407,494256,97,1,0,2,1,0,1,1,1,0,3,29,20,5,1,19,9,7,5,3,2,2,2,0,0,12,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,19/20,3
408,473295,97,0,0,0,0,0,0,0,0,0,0,53,51,1,1,18,13,6,5,4,3,5,2,3,0,5,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,19/20,3
409,429924,97,0,0,1,1,0,0,0,0,0,0,37,32,2,2,9,5,1,1,5,3,6,2,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/20,3
410,416415,97,0,0,0,0,0,0,0,0,0,0,101,94,3,2,6,5,1,1,4,3,9,1,8,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19/20,3
411,403068,97,0,1,0,1,1,0,0,0,0,0,59,50,5,4,12,10,1,1,8,6,11,3,8,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19/20,3
412,402921,97,0,0,2,1,1,0,1,1,2,4,43,34,4,2,13,3,4,1,4,2,2,2,0,0,9,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,19/20,3
413,365556,97,0,0,2,1,1,1,1,1,1,2,23,19,2,1,13,6,4,3,6,1,3,1,2,0,5,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,19/20,3
